@RELATION BombType

@ATTRIBUTE Type {C4, Nuke, DirtyBomb, FakeBomb, HomeMadeBomb, Dynamite, ChemicalBomb}
@ATTRIBUTE Size {TINY, SMALL, MEDIUM, BIG, VERY_BIG}
@ATTRIBUTE Active {true, false}
@ATTRIBUTE Victims NUMERIC
@ATTRIBUTE VERY_LOW {true, false}

@DATA
DirtyBomb,BIG,true,306,false
HomeMadeBomb,MEDIUM,true,967,false
Nuke,TINY,true,397,false
C4,BIG,true,679,false
FakeBomb,VERY_BIG,true,983,false
C4,BIG,false,0,false
Nuke,SMALL,true,171,false
HomeMadeBomb,VERY_BIG,true,943,false
ChemicalBomb,TINY,true,275,false
DirtyBomb,BIG,true,74,false
ChemicalBomb,MEDIUM,true,858,false
HomeMadeBomb,TINY,false,343,false
Nuke,MEDIUM,true,227,false
DirtyBomb,VERY_BIG,true,374,false
HomeMadeBomb,SMALL,false,713,false
C4,MEDIUM,true,13,false
HomeMadeBomb,MEDIUM,true,345,false
Dynamite,BIG,true,54,false
HomeMadeBomb,MEDIUM,true,881,false
ChemicalBomb,VERY_BIG,true,697,false
DirtyBomb,VERY_BIG,true,861,false
C4,BIG,true,336,false
Nuke,BIG,true,806,false
Dynamite,TINY,true,49,false
DirtyBomb,TINY,true,157,false
FakeBomb,SMALL,true,554,false
DirtyBomb,TINY,false,53,false
ChemicalBomb,BIG,true,462,false
ChemicalBomb,BIG,true,39,false
C4,VERY_BIG,true,744,false
Dynamite,TINY,true,122,false
HomeMadeBomb,BIG,true,107,false
ChemicalBomb,MEDIUM,true,86,false
HomeMadeBomb,TINY,true,0,true
Dynamite,BIG,false,355,false
DirtyBomb,SMALL,true,931,false
FakeBomb,VERY_BIG,true,48,false
FakeBomb,SMALL,true,326,false
HomeMadeBomb,MEDIUM,true,230,false
DirtyBomb,BIG,true,807,false
ChemicalBomb,BIG,false,498,false
HomeMadeBomb,MEDIUM,true,730,false
FakeBomb,MEDIUM,true,0,false
C4,VERY_BIG,true,692,false
Nuke,MEDIUM,true,366,false
Nuke,MEDIUM,false,655,false
Dynamite,BIG,true,478,false
ChemicalBomb,VERY_BIG,true,750,false
FakeBomb,TINY,false,971,false
Nuke,TINY,false,565,false
Dynamite,SMALL,true,583,false
Nuke,MEDIUM,true,793,false
Nuke,VERY_BIG,true,199,false
Dynamite,TINY,true,300,false
ChemicalBomb,SMALL,true,298,false
Nuke,MEDIUM,false,937,false
ChemicalBomb,MEDIUM,true,249,false
FakeBomb,SMALL,true,837,false
FakeBomb,SMALL,false,152,false
DirtyBomb,SMALL,false,765,false
FakeBomb,BIG,true,0,false
C4,VERY_BIG,true,956,false
HomeMadeBomb,BIG,true,255,false
DirtyBomb,TINY,true,742,false
Dynamite,VERY_BIG,true,607,false
Nuke,TINY,true,21,false
C4,SMALL,true,0,true
ChemicalBomb,MEDIUM,true,333,false
FakeBomb,MEDIUM,true,0,false
HomeMadeBomb,MEDIUM,true,640,false
ChemicalBomb,SMALL,true,33,false
FakeBomb,BIG,true,121,false
DirtyBomb,BIG,true,974,false
FakeBomb,MEDIUM,false,753,false
HomeMadeBomb,SMALL,true,368,false
Dynamite,VERY_BIG,true,0,true
FakeBomb,MEDIUM,true,0,false
ChemicalBomb,BIG,false,443,false
ChemicalBomb,TINY,true,626,false
ChemicalBomb,SMALL,true,852,false
C4,VERY_BIG,true,626,false
Nuke,TINY,false,967,false
C4,SMALL,true,898,false
C4,MEDIUM,true,859,false
Dynamite,MEDIUM,true,890,false
Dynamite,TINY,true,0,true
HomeMadeBomb,MEDIUM,true,132,false
ChemicalBomb,VERY_BIG,true,804,false
HomeMadeBomb,TINY,true,864,false
HomeMadeBomb,MEDIUM,true,841,false
Dynamite,SMALL,true,959,false
ChemicalBomb,VERY_BIG,true,776,false
FakeBomb,TINY,false,768,false
DirtyBomb,SMALL,true,821,false
ChemicalBomb,BIG,true,510,false
Dynamite,TINY,true,0,true
HomeMadeBomb,SMALL,true,419,false
DirtyBomb,SMALL,true,458,false
HomeMadeBomb,MEDIUM,true,355,false
DirtyBomb,SMALL,true,255,false
Dynamite,BIG,true,532,false
HomeMadeBomb,SMALL,false,776,false
ChemicalBomb,MEDIUM,false,340,false
Dynamite,BIG,true,962,false
FakeBomb,SMALL,true,939,false
FakeBomb,VERY_BIG,false,289,false
DirtyBomb,TINY,true,100,false
DirtyBomb,SMALL,true,345,false
C4,MEDIUM,true,48,false
Dynamite,BIG,false,293,false
HomeMadeBomb,TINY,true,746,false
Dynamite,TINY,true,174,false
ChemicalBomb,BIG,true,384,false
C4,TINY,true,143,false
ChemicalBomb,VERY_BIG,true,584,false
HomeMadeBomb,BIG,true,303,false
Nuke,VERY_BIG,true,927,false
FakeBomb,SMALL,true,669,false
Dynamite,SMALL,true,157,false
HomeMadeBomb,SMALL,true,928,false
Nuke,BIG,true,142,false
Dynamite,SMALL,true,993,false
DirtyBomb,SMALL,true,632,false
HomeMadeBomb,SMALL,true,433,false
Dynamite,VERY_BIG,true,278,false
C4,TINY,true,950,false
C4,BIG,true,630,false
C4,TINY,true,967,false
Nuke,MEDIUM,false,590,false
DirtyBomb,TINY,true,167,false
C4,VERY_BIG,true,454,false
C4,TINY,true,0,true
DirtyBomb,VERY_BIG,true,491,false
FakeBomb,MEDIUM,true,276,false
ChemicalBomb,BIG,true,615,false
ChemicalBomb,SMALL,true,20,false
ChemicalBomb,BIG,true,288,false
DirtyBomb,BIG,false,275,false
C4,MEDIUM,true,367,false
ChemicalBomb,VERY_BIG,true,56,false
DirtyBomb,TINY,true,457,false
Dynamite,VERY_BIG,true,799,false
Dynamite,MEDIUM,true,960,false
C4,SMALL,false,481,false
HomeMadeBomb,SMALL,true,507,false
FakeBomb,BIG,true,664,false
Nuke,TINY,true,480,false
ChemicalBomb,SMALL,true,520,false
Dynamite,BIG,true,251,false
FakeBomb,VERY_BIG,true,547,false
Nuke,SMALL,true,0,false
C4,VERY_BIG,false,944,false
C4,SMALL,true,587,false
Dynamite,SMALL,false,669,false
ChemicalBomb,MEDIUM,true,39,false
Nuke,TINY,true,827,false
Nuke,VERY_BIG,true,655,false
C4,BIG,true,917,false
DirtyBomb,SMALL,true,627,false
C4,SMALL,true,887,false
HomeMadeBomb,VERY_BIG,true,0,true
C4,SMALL,true,414,false
ChemicalBomb,TINY,true,896,false
DirtyBomb,TINY,true,970,false
HomeMadeBomb,MEDIUM,true,895,false
HomeMadeBomb,MEDIUM,true,0,true
C4,TINY,true,19,false
DirtyBomb,BIG,false,19,false
Nuke,MEDIUM,true,631,false
FakeBomb,MEDIUM,true,856,false
HomeMadeBomb,SMALL,true,367,false
Nuke,TINY,true,341,false
C4,MEDIUM,true,663,false
Dynamite,VERY_BIG,true,753,false
C4,SMALL,true,45,false
Dynamite,MEDIUM,false,819,false
DirtyBomb,MEDIUM,true,791,false
ChemicalBomb,MEDIUM,true,819,false
FakeBomb,VERY_BIG,true,21,false
Nuke,BIG,true,428,false
Nuke,BIG,true,813,false
Dynamite,MEDIUM,true,940,false
Dynamite,BIG,true,588,false
ChemicalBomb,SMALL,true,923,false
ChemicalBomb,SMALL,true,565,false
C4,SMALL,true,0,true
HomeMadeBomb,VERY_BIG,true,217,false
C4,TINY,false,57,false
Dynamite,SMALL,true,302,false
FakeBomb,MEDIUM,true,462,false
FakeBomb,VERY_BIG,true,237,false
ChemicalBomb,SMALL,true,814,false
FakeBomb,MEDIUM,true,50,false
Nuke,TINY,true,80,false
ChemicalBomb,TINY,true,134,false
ChemicalBomb,VERY_BIG,true,103,false
C4,BIG,true,433,false
Dynamite,VERY_BIG,true,461,false
HomeMadeBomb,SMALL,true,733,false
HomeMadeBomb,SMALL,true,0,true
Dynamite,MEDIUM,true,9,false
Nuke,VERY_BIG,true,30,false
Dynamite,TINY,true,280,false
FakeBomb,BIG,false,625,false
C4,SMALL,true,213,false
HomeMadeBomb,MEDIUM,true,973,false
FakeBomb,MEDIUM,true,342,false
Nuke,MEDIUM,true,587,false
C4,BIG,true,139,false
FakeBomb,TINY,true,185,false
HomeMadeBomb,MEDIUM,true,222,false
HomeMadeBomb,MEDIUM,true,326,false
DirtyBomb,VERY_BIG,true,459,false
Nuke,MEDIUM,true,595,false
Nuke,VERY_BIG,true,87,false
C4,BIG,true,604,false
DirtyBomb,BIG,true,209,false
Dynamite,BIG,true,761,false
Dynamite,SMALL,true,241,false
Nuke,MEDIUM,true,229,false
Dynamite,MEDIUM,true,103,false
DirtyBomb,SMALL,true,410,false
ChemicalBomb,MEDIUM,true,823,false
ChemicalBomb,VERY_BIG,true,23,false
Nuke,TINY,true,226,false
HomeMadeBomb,TINY,true,534,false
Dynamite,MEDIUM,true,275,false
Dynamite,MEDIUM,false,254,false
HomeMadeBomb,MEDIUM,true,611,false
Nuke,TINY,true,827,false
FakeBomb,SMALL,true,574,false
ChemicalBomb,MEDIUM,false,648,false
DirtyBomb,VERY_BIG,true,944,false
FakeBomb,VERY_BIG,true,860,false
Nuke,BIG,true,356,false
ChemicalBomb,TINY,true,148,false
FakeBomb,BIG,true,222,false
ChemicalBomb,BIG,true,0,false
Dynamite,MEDIUM,true,957,false
ChemicalBomb,MEDIUM,false,456,false
FakeBomb,VERY_BIG,false,26,false
HomeMadeBomb,BIG,true,808,false
C4,SMALL,true,466,false
DirtyBomb,VERY_BIG,true,930,false
C4,SMALL,true,654,false
Dynamite,SMALL,true,908,false
ChemicalBomb,MEDIUM,true,476,false
FakeBomb,SMALL,true,459,false
Nuke,TINY,true,126,false
Nuke,SMALL,true,406,false
Nuke,VERY_BIG,true,190,false
Dynamite,SMALL,true,987,false
FakeBomb,SMALL,true,990,false
C4,TINY,true,99,false
ChemicalBomb,SMALL,true,407,false
FakeBomb,VERY_BIG,true,422,false
Nuke,MEDIUM,true,356,false
HomeMadeBomb,MEDIUM,true,39,false
Nuke,TINY,true,216,false
ChemicalBomb,VERY_BIG,true,589,false
HomeMadeBomb,VERY_BIG,true,154,false
DirtyBomb,BIG,true,337,false
DirtyBomb,SMALL,true,710,false
ChemicalBomb,MEDIUM,true,0,false
DirtyBomb,SMALL,true,696,false
FakeBomb,SMALL,false,15,false
HomeMadeBomb,SMALL,false,300,false
Nuke,MEDIUM,true,758,false
Nuke,VERY_BIG,true,414,false
ChemicalBomb,SMALL,true,11,false
FakeBomb,SMALL,false,0,false
Nuke,TINY,true,0,false
C4,TINY,true,0,true
FakeBomb,SMALL,true,545,false
ChemicalBomb,VERY_BIG,true,552,false
Nuke,SMALL,true,0,false
Dynamite,TINY,true,536,false
HomeMadeBomb,SMALL,true,127,false
Dynamite,SMALL,true,679,false
Nuke,SMALL,true,406,false
DirtyBomb,SMALL,true,818,false
HomeMadeBomb,SMALL,false,965,false
Dynamite,BIG,true,882,false
Dynamite,TINY,true,961,false
ChemicalBomb,SMALL,true,232,false
ChemicalBomb,SMALL,true,767,false
Nuke,MEDIUM,true,580,false
HomeMadeBomb,SMALL,false,0,false
DirtyBomb,TINY,true,685,false
ChemicalBomb,TINY,true,848,false
FakeBomb,VERY_BIG,true,393,false
ChemicalBomb,BIG,true,658,false
C4,VERY_BIG,true,368,false
DirtyBomb,MEDIUM,true,0,false
HomeMadeBomb,SMALL,true,659,false
HomeMadeBomb,TINY,true,739,false
Dynamite,TINY,false,542,false
HomeMadeBomb,VERY_BIG,true,398,false
FakeBomb,SMALL,true,125,false
FakeBomb,TINY,true,895,false
ChemicalBomb,MEDIUM,true,352,false
Dynamite,MEDIUM,true,234,false
FakeBomb,BIG,true,0,false
DirtyBomb,BIG,true,462,false
ChemicalBomb,VERY_BIG,true,476,false
Nuke,VERY_BIG,true,48,false
FakeBomb,BIG,true,16,false
FakeBomb,BIG,false,966,false
ChemicalBomb,SMALL,true,809,false
HomeMadeBomb,SMALL,true,299,false
DirtyBomb,VERY_BIG,true,548,false
ChemicalBomb,SMALL,true,762,false
Dynamite,TINY,true,527,false
Nuke,SMALL,true,704,false
Nuke,BIG,true,624,false
FakeBomb,TINY,true,767,false
Dynamite,MEDIUM,true,537,false
FakeBomb,SMALL,true,99,false
C4,VERY_BIG,true,192,false
DirtyBomb,BIG,true,807,false
HomeMadeBomb,VERY_BIG,true,674,false
Nuke,TINY,true,199,false
ChemicalBomb,SMALL,true,371,false
ChemicalBomb,MEDIUM,true,484,false
FakeBomb,VERY_BIG,true,463,false
Nuke,MEDIUM,true,783,false
HomeMadeBomb,TINY,true,613,false
FakeBomb,TINY,true,585,false
FakeBomb,TINY,true,180,false
Nuke,MEDIUM,true,727,false
FakeBomb,VERY_BIG,true,261,false
HomeMadeBomb,VERY_BIG,true,928,false
FakeBomb,MEDIUM,true,0,false
HomeMadeBomb,SMALL,true,786,false
DirtyBomb,SMALL,true,20,false
ChemicalBomb,TINY,false,316,false
DirtyBomb,VERY_BIG,true,717,false
HomeMadeBomb,MEDIUM,true,847,false
DirtyBomb,SMALL,true,749,false
Dynamite,TINY,true,94,false
DirtyBomb,VERY_BIG,true,701,false
Dynamite,BIG,true,584,false
ChemicalBomb,VERY_BIG,true,93,false
FakeBomb,MEDIUM,true,267,false
C4,MEDIUM,true,353,false
C4,MEDIUM,true,758,false
C4,VERY_BIG,true,611,false
ChemicalBomb,VERY_BIG,false,227,false
Nuke,SMALL,true,421,false
Nuke,BIG,true,345,false
FakeBomb,BIG,true,852,false
ChemicalBomb,BIG,true,508,false
Dynamite,MEDIUM,true,878,false
FakeBomb,SMALL,true,521,false
FakeBomb,MEDIUM,true,818,false
Nuke,SMALL,true,889,false
ChemicalBomb,SMALL,true,385,false
Nuke,VERY_BIG,true,173,false
Dynamite,BIG,true,443,false
C4,BIG,true,888,false
DirtyBomb,VERY_BIG,true,476,false
HomeMadeBomb,SMALL,true,0,true
Nuke,VERY_BIG,false,343,false
C4,TINY,true,614,false
FakeBomb,MEDIUM,true,142,false
ChemicalBomb,BIG,true,384,false
ChemicalBomb,TINY,true,647,false
C4,VERY_BIG,true,938,false
Nuke,MEDIUM,true,10,false
Nuke,MEDIUM,true,948,false
FakeBomb,TINY,true,665,false
Nuke,SMALL,true,718,false
HomeMadeBomb,BIG,true,280,false
Dynamite,MEDIUM,true,807,false
FakeBomb,MEDIUM,true,883,false
ChemicalBomb,VERY_BIG,true,0,false
ChemicalBomb,SMALL,true,838,false
FakeBomb,BIG,true,11,false
DirtyBomb,BIG,true,383,false
DirtyBomb,SMALL,true,478,false
FakeBomb,BIG,true,393,false
Dynamite,BIG,true,0,true
ChemicalBomb,VERY_BIG,true,658,false
HomeMadeBomb,VERY_BIG,true,617,false
ChemicalBomb,TINY,true,568,false
Dynamite,TINY,false,588,false
FakeBomb,VERY_BIG,true,984,false
DirtyBomb,TINY,false,331,false
Nuke,BIG,false,0,false
HomeMadeBomb,TINY,true,212,false
Nuke,TINY,true,162,false
DirtyBomb,BIG,true,897,false
C4,VERY_BIG,true,0,true
C4,BIG,true,123,false
C4,SMALL,true,94,false
Dynamite,TINY,true,70,false
Dynamite,BIG,true,509,false
Nuke,TINY,true,364,false
HomeMadeBomb,SMALL,true,71,false
HomeMadeBomb,VERY_BIG,true,0,true
HomeMadeBomb,TINY,true,102,false
DirtyBomb,VERY_BIG,true,635,false
C4,VERY_BIG,true,484,false
Dynamite,BIG,true,206,false
C4,TINY,true,365,false
HomeMadeBomb,VERY_BIG,true,353,false
DirtyBomb,BIG,true,0,false
FakeBomb,MEDIUM,true,363,false
Nuke,MEDIUM,true,811,false
FakeBomb,BIG,true,4,false
ChemicalBomb,VERY_BIG,true,401,false
FakeBomb,SMALL,true,592,false
ChemicalBomb,MEDIUM,true,625,false
Dynamite,BIG,false,670,false
C4,TINY,true,458,false
HomeMadeBomb,BIG,true,319,false
DirtyBomb,VERY_BIG,true,39,false
C4,MEDIUM,false,239,false
ChemicalBomb,VERY_BIG,true,325,false
Nuke,SMALL,true,472,false
ChemicalBomb,VERY_BIG,true,757,false
HomeMadeBomb,MEDIUM,true,578,false
ChemicalBomb,BIG,true,484,false
ChemicalBomb,BIG,true,494,false
ChemicalBomb,VERY_BIG,true,259,false
DirtyBomb,MEDIUM,true,450,false
C4,BIG,true,77,false
Nuke,SMALL,true,478,false
FakeBomb,BIG,true,536,false
HomeMadeBomb,MEDIUM,true,0,true
DirtyBomb,VERY_BIG,true,520,false
DirtyBomb,TINY,true,88,false
ChemicalBomb,MEDIUM,true,870,false
FakeBomb,BIG,true,290,false
FakeBomb,BIG,true,862,false
ChemicalBomb,MEDIUM,true,136,false
ChemicalBomb,BIG,true,204,false
Dynamite,VERY_BIG,true,297,false
ChemicalBomb,TINY,true,204,false
Nuke,BIG,true,777,false
DirtyBomb,VERY_BIG,true,925,false
Nuke,VERY_BIG,false,810,false
Nuke,VERY_BIG,true,265,false
FakeBomb,TINY,true,98,false
HomeMadeBomb,SMALL,true,357,false
C4,SMALL,false,51,false
DirtyBomb,SMALL,true,263,false
ChemicalBomb,BIG,true,292,false
FakeBomb,TINY,true,10,false
ChemicalBomb,BIG,false,482,false
C4,MEDIUM,true,214,false
HomeMadeBomb,BIG,false,794,false
Nuke,SMALL,true,766,false
ChemicalBomb,SMALL,false,364,false
DirtyBomb,VERY_BIG,true,749,false
C4,BIG,true,627,false
FakeBomb,SMALL,true,515,false
C4,SMALL,true,430,false
Nuke,BIG,true,801,false
C4,TINY,false,523,false
ChemicalBomb,BIG,true,700,false
DirtyBomb,MEDIUM,false,926,false
Dynamite,MEDIUM,true,821,false
HomeMadeBomb,MEDIUM,true,45,false
FakeBomb,MEDIUM,true,351,false
Dynamite,SMALL,true,779,false
Nuke,MEDIUM,true,710,false
DirtyBomb,VERY_BIG,true,0,false
Dynamite,BIG,false,943,false
ChemicalBomb,SMALL,true,230,false
Nuke,VERY_BIG,true,247,false
Dynamite,BIG,true,93,false
HomeMadeBomb,TINY,true,429,false
HomeMadeBomb,BIG,true,529,false
ChemicalBomb,VERY_BIG,true,606,false
DirtyBomb,TINY,true,757,false
Nuke,SMALL,true,259,false
DirtyBomb,SMALL,true,23,false
ChemicalBomb,VERY_BIG,true,225,false
C4,MEDIUM,true,0,true
ChemicalBomb,MEDIUM,false,630,false
HomeMadeBomb,MEDIUM,true,498,false
HomeMadeBomb,TINY,false,317,false
Dynamite,SMALL,true,842,false
Nuke,TINY,true,844,false
DirtyBomb,SMALL,true,549,false
Nuke,BIG,true,940,false
ChemicalBomb,BIG,true,0,false
HomeMadeBomb,VERY_BIG,true,649,false
HomeMadeBomb,MEDIUM,true,349,false
Dynamite,VERY_BIG,true,0,true
FakeBomb,VERY_BIG,true,500,false
DirtyBomb,TINY,true,618,false
Dynamite,VERY_BIG,true,135,false
DirtyBomb,TINY,true,494,false
HomeMadeBomb,MEDIUM,true,6,false
DirtyBomb,BIG,true,459,false
ChemicalBomb,BIG,true,316,false
FakeBomb,VERY_BIG,true,439,false
FakeBomb,TINY,true,21,false
FakeBomb,TINY,true,268,false
C4,SMALL,true,430,false
HomeMadeBomb,MEDIUM,true,612,false
DirtyBomb,BIG,true,524,false
FakeBomb,TINY,true,0,false
FakeBomb,MEDIUM,true,892,false
C4,SMALL,false,586,false
Nuke,MEDIUM,true,64,false
Dynamite,VERY_BIG,true,902,false
Dynamite,VERY_BIG,true,275,false
Dynamite,TINY,true,545,false
DirtyBomb,BIG,true,941,false
Nuke,SMALL,true,17,false
DirtyBomb,BIG,true,381,false
FakeBomb,BIG,true,2,false
Nuke,VERY_BIG,true,220,false
FakeBomb,MEDIUM,false,347,false
FakeBomb,VERY_BIG,true,0,false
FakeBomb,TINY,true,0,false
FakeBomb,SMALL,true,391,false
Dynamite,SMALL,true,188,false
DirtyBomb,BIG,true,761,false
FakeBomb,VERY_BIG,true,399,false
FakeBomb,MEDIUM,false,934,false
C4,TINY,true,451,false
FakeBomb,BIG,true,0,false
DirtyBomb,SMALL,true,614,false
ChemicalBomb,BIG,true,904,false
ChemicalBomb,VERY_BIG,true,822,false
ChemicalBomb,BIG,true,886,false
ChemicalBomb,BIG,true,327,false
HomeMadeBomb,MEDIUM,false,0,false
FakeBomb,MEDIUM,true,207,false
DirtyBomb,BIG,true,102,false
Nuke,VERY_BIG,true,956,false
ChemicalBomb,VERY_BIG,true,798,false
FakeBomb,TINY,true,235,false
C4,VERY_BIG,true,775,false
Nuke,TINY,true,620,false
ChemicalBomb,TINY,true,106,false
FakeBomb,VERY_BIG,true,0,false
Dynamite,VERY_BIG,true,184,false
C4,SMALL,true,808,false
HomeMadeBomb,SMALL,true,387,false
C4,SMALL,true,712,false
FakeBomb,SMALL,true,201,false
HomeMadeBomb,BIG,false,381,false
Nuke,TINY,true,883,false
C4,BIG,true,437,false
DirtyBomb,SMALL,true,135,false
Dynamite,SMALL,true,572,false
DirtyBomb,SMALL,true,172,false
Nuke,MEDIUM,true,845,false
Nuke,MEDIUM,true,240,false
FakeBomb,VERY_BIG,true,97,false
DirtyBomb,VERY_BIG,true,153,false
C4,SMALL,true,381,false
DirtyBomb,SMALL,true,606,false
Dynamite,TINY,false,691,false
ChemicalBomb,BIG,true,493,false
Dynamite,MEDIUM,true,0,true
